Upload a leaf photo,Disease,Confidence,Severity,Recommended Action,timestamp
,Tomato___Late_blight,76.5%,81.0%,"Remove affected leaves, avoid overhead watering, and consult a local agricultural extension officer for a targeted fungicide/pesticide recommendation.",2026-09-05 22:13:11.611938
